userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
Love Life,"kirain aku doang yg bermasalah WP nya, pas baca ulasannya ternyata buuaanyaakkk banget yg komplen. aku jg udh bbrp hari ini gk bisa baca gara2 eror mulu padahal udah di update. tolong diperbaiki lagi dong",4,11.14.1,2025-09-14 10:02:20,,,"kirain aku doang yg bermasalah wp nya, pas baca ulasannya ternyata buuaanyaakkk banget yg komplen. aku jg udh bbrp hari ini gk bisa baca gara2 eror mulu padahal udah di update. tolong diperbaiki lagi dong","['kirain', 'aku', 'doang', 'yang', 'bermasalah', 'wattpad', 'nya', 'pas', 'baca', 'ulasannya', 'ternyata', 'buu', 'any', 'aa', 'banget', 'yang', 'komplen', 'aku', 'juga', 'sudah', 'bbrp', 'hari', 'ini', 'tidak', 'bisa', 'baca', 'gara', 'error', 'mulu', 'padahal', 'sudah', 'di', 'update', 'tolong', 'diperbaiki', 'lagi', 'dong']","['kirain', 'aku', 'doang', 'yang', 'masalah', 'wattpad', 'nya', 'pas', 'baca', 'ulas', 'nyata', 'buu', 'any', 'aa', 'banget', 'yang', 'komplen', 'aku', 'juga', 'sudah', 'bbrp', 'hari', 'ini', 'tidak', 'bisa', 'baca', 'gara', 'error', 'mulu', 'padahal', 'sudah', 'di', 'update', 'tolong', 'baik', 'lagi', 'dong']","['kirain', 'masalah', 'baca', 'ulas', 'buu', 'any', 'aa', 'komplen', 'bbrp', 'baca', 'error', 'update', 'baik']",negative
mauziahmarshellia18,"kenapa wattpad sekarang gini ya? ""perangkat anda tidak terhubung wifi"" pdhl udah nyambung wifi nya, selalu bilang gaada jaringan tp jaringan aku aman aman aja, udah dari dlu begini mlu aku dah cape, tolong lah ya segera di perbaiki",1,,2025-09-14 08:48:23,,,"kenapa wattpad sekarang gini ya? ""perangkat anda tidak terhubung wifi"" pdhl udah nyambung wifi nya, selalu bilang gaada jaringan tp jaringan aku aman aman aja, udah dari dlu begini mlu aku dah cape, tolong lah ya segera di perbaiki","['kenapa', 'wattpad', 'sekarang', 'gini', 'iya', 'perangkat', 'anda', 'tidak', 'terhubung', 'wifi', 'padahal', 'sudah', 'nyambung', 'wifi', 'nya', 'selalu', 'bilang', 'gaada', 'jaringan', 'tapi', 'jaringan', 'aku', 'aman', 'aman', 'aja', 'sudah', 'dari', 'dlu', 'begini', 'mlu', 'aku', 'dah', 'cape', 'tolong', 'lah', 'iya', 'segera', 'di', 'perbaiki']","['kenapa', 'wattpad', 'sekarang', 'gin', 'iya', 'perangkat', 'anda', 'tidak', 'hubung', 'wifi', 'padahal', 'sudah', 'nyambung', 'wifi', 'nya', 'selalu', 'bilang', 'gaada', 'jaring', 'tapi', 'jaring', 'aku', 'aman', 'aman', 'aja', 'sudah', 'dari', 'dlu', 'begini', 'mlu', 'aku', 'dah', 'cape', 'tolong', 'lah', 'iya', 'segera', 'di', 'baik']","['perangkat', 'wifi', 'nyambung', 'wifi', 'jaring', 'jaring', 'dlu', 'mlu', 'cape', 'baik']",negative
Khalifah Azzurri,"udah pake apk ini dri 2019, kok sekarang malah gini si? setiap mau menelusuri dan baca cerita selalu dapat notif ""tidak dapat menyambungkan wattpad"" maksudnya gimana de? TOLONG DONG DIPERBAIKI 😑😑 MAU BACA CERITA NI",2,11.4.0,2025-09-14 07:23:26,,,"udah pake apk ini dri 2019, kok sekarang malah gini si? setiap mau menelusuri dan baca cerita selalu dapat notif ""tidak dapat menyambungkan wattpad"" maksudnya gimana de? tolong dong diperbaiki 😑😑 mau baca cerita ni","['sudah', 'pakai', 'aplikasi', 'ini', 'dari', 'kok', 'sekarang', 'malah', 'gini', 'si', 'setiap', 'mau', 'menelusuri', 'dan', 'baca', 'cerita', 'selalu', 'dapat', 'notif', 'tidak', 'dapat', 'men', 'yam', 'bung', 'kan', 'wattpad', 'maksudnya', 'gimana', 'de', 'tolong', 'dong', 'diperbaiki', 'mau', 'baca', 'cerita', 'ini']","['sudah', 'pakai', 'aplikasi', 'ini', 'dari', 'kok', 'sekarang', 'malah', 'gin', 'si', 'tiap', 'mau', 'telusur', 'dan', 'baca', 'cerita', 'selalu', 'dapat', 'notif', 'tidak', 'dapat', 'men', 'yam', 'bung', 'kan', 'wattpad', 'maksud', 'gimana', 'de', 'tolong', 'dong', 'baik', 'mau', 'baca', 'cerita', 'ini']","['telusur', 'baca', 'cerita', 'notif', 'yam', 'bung', 'maksud', 'de', 'baik', 'baca', 'cerita']",negative
Indi Aryani,"Wattpad ada masalah apa ya, saya sudah menulis cerita 4 bab tapi kenapa tiba tiba log out, dan anehnya cerita yang saya buat langsung hilang juga, aku udah capek buat tulisan buat di publish tapi harus memulai ulang",1,11.14.1,2025-09-14 06:11:05,,,"wattpad ada masalah apa ya, saya sudah menulis cerita 4 bab tapi kenapa tiba tiba log out, dan anehnya cerita yang saya buat langsung hilang juga, aku udah capek buat tulisan buat di publish tapi harus memulai ulang","['wattpad', 'ada', 'masalah', 'apa', 'iya', 'saya', 'sudah', 'menulis', 'cerita', 'bab', 'tapi', 'kenapa', 'tiba', 'tiba', 'login', 'out', 'dan', 'anehnya', 'cerita', 'yang', 'saya', 'buat', 'langsung', 'hilang', 'juga', 'aku', 'sudah', 'capek', 'buat', 'tulisan', 'buat', 'di', 'publish', 'tapi', 'harus', 'memulai', 'ulang']","['wattpad', 'ada', 'masalah', 'apa', 'iya', 'saya', 'sudah', 'tulis', 'cerita', 'bab', 'tapi', 'kenapa', 'tiba', 'tiba', 'login', 'out', 'dan', 'aneh', 'cerita', 'yang', 'saya', 'buat', 'langsung', 'hilang', 'juga', 'aku', 'sudah', 'capek', 'buat', 'tulis', 'buat', 'di', 'publish', 'tapi', 'harus', 'mulai', 'ulang']","['masalah', 'tulis', 'cerita', 'bab', 'login', 'out', 'aneh', 'cerita', 'hilang', 'capek', 'tulis', 'publish']",positive
Mill Laaa,"ngeselin, waktu itu g pke login email, skrng mke login",1,11.14.1,2025-09-14 04:29:40,,,"ngeselin, waktu itu g pke login email, skrng mke login","['ngeselin', 'waktu', 'itu', 'tidak', 'pakai', 'login', 'email', 'sekarang', 'mke', 'login']","['ngeselin', 'waktu', 'itu', 'tidak', 'pakai', 'login', 'email', 'sekarang', 'mke', 'login']","['ngeselin', 'waktu', 'login', 'email', 'mke', 'login']",negative
Oky Bonky,it's good,5,,2025-09-14 03:39:54,,,it's good,"['it', 'good']","['it', 'good']","['it', 'good']",positive
medina dina,cool,5,11.14.1,2025-09-14 03:06:53,,,cool,['cool'],['cool'],['cool'],positive
Aku Sendiri,rusak ni apk,1,,2025-09-13 23:20:38,,,rusak ni apk,"['rusak', 'ini', 'aplikasi']","['rusak', 'ini', 'aplikasi']",['rusak'],positive
Amanda Shinta Aulia,bad gabisa login account,1,11.14.1,2025-09-13 18:18:53,,,bad gabisa login account,"['bad', 'gabisa', 'login', 'account']","['bad', 'gabisa', 'login', 'account']","['bad', 'gabisa', 'login', 'account']",negative
Alvino Il,"tolong lah, hargai sedikit kerja keras penulis. Setiap iklan yang di tayangkan di cerita kita tuh, uang nya harus ke kita, lah ini engga, pendapatannya dari mana buat penulis pemula?",3,11.13.0,2025-09-13 18:17:56,,,"tolong lah, hargai sedikit kerja keras penulis. setiap iklan yang di tayangkan di cerita kita tuh, uang nya harus ke kita, lah ini engga, pendapatannya dari mana buat penulis pemula?","['tolong', 'lah', 'hargai', 'sedikit', 'kerja', 'keras', 'penulis', 'setiap', 'iklan', 'yang', 'di', 'tayangkan', 'di', 'cerita', 'kita', 'tuh', 'uang', 'nya', 'harus', 'ke', 'kita', 'lah', 'ini', 'engga', 'pen', 'dapat', 'anny', 'dari', 'mana', 'buat', 'penulis', 'pemula']","['tolong', 'lah', 'harga', 'sedikit', 'kerja', 'keras', 'tulis', 'tiap', 'iklan', 'yang', 'di', 'tayang', 'di', 'cerita', 'kita', 'tuh', 'uang', 'nya', 'harus', 'ke', 'kita', 'lah', 'ini', 'engga', 'pen', 'dapat', 'anny', 'dari', 'mana', 'buat', 'tulis', 'mula']","['harga', 'keras', 'tulis', 'iklan', 'tayang', 'cerita', 'uang', 'engga', 'tulis', 'mula']",negative
Winda Julianti,tolong iklan dibawah nya dihapus..,1,11.14.1,2025-09-13 15:18:03,,,tolong iklan dibawah nya dihapus..,"['tolong', 'iklan', 'dibawah', 'nya', 'dihapus']","['tolong', 'iklan', 'bawah', 'nya', 'hapus']","['iklan', 'bawah', 'hapus']",negative
Thalita Rasya,"baca Wattpad itu seru polll kadang Sampek ketiduran baca nya, udah gratis bisa offline lagi, tapi sayang aplikasinya habisin memori",3,11.13.0,2025-09-13 15:03:54,,,"baca wattpad itu seru polll kadang sampek ketiduran baca nya, udah gratis bisa offline lagi, tapi sayang aplikasinya habisin memori","['baca', 'wattpad', 'itu', 'seru', 'pol', 'kadang', 'sampek', 'ketiduran', 'baca', 'nya', 'sudah', 'gratis', 'bisa', 'offline', 'lagi', 'tapi', 'sayang', 'tolong', 'as', 'in', 'iya', 'habisin', 'memori']","['baca', 'wattpad', 'itu', 'seru', 'pol', 'kadang', 'sampek', 'tidur', 'baca', 'nya', 'sudah', 'gratis', 'bisa', 'offline', 'lagi', 'tapi', 'sayang', 'tolong', 'as', 'in', 'iya', 'habisin', 'memori']","['baca', 'seru', 'pol', 'sampek', 'tidur', 'baca', 'gratis', 'offline', 'as', 'in', 'habisin', 'memori']",positive
Anifah Asaidah,ngak jelas banget apknya,3,11.14.1,2025-09-13 14:43:51,,,ngak jelas banget apknya,"['tidak', 'jelas', 'banget', 'aplikasi']","['tidak', 'jelas', 'banget', 'aplikasi']",[],positive
Pengguna Google,"Draft ceritaku kok hilang semua, ya? baik cerita yang udah dipublikasi, draf yang belum diup dari cerita itu juga ikut-ikutan ilang. gimana nih?",2,8.77.0,2025-09-13 14:41:42,,,"draft ceritaku kok hilang semua, ya? baik cerita yang udah dipublikasi, draf yang belum diup dari cerita itu juga ikut-ikutan ilang. gimana nih?","['draft', 'ceritaku', 'kok', 'hilang', 'semua', 'iya', 'baik', 'cerita', 'yang', 'sudah', 'di', 'publi', 'kasi', 'draft', 'yang', 'belum', 'diup', 'dari', 'cerita', 'itu', 'juga', 'ikut', 'ikutan', 'hilang', 'gimana', 'nih']","['draft', 'cerita', 'kok', 'hilang', 'semua', 'iya', 'baik', 'cerita', 'yang', 'sudah', 'di', 'publi', 'kasi', 'draft', 'yang', 'belum', 'diup', 'dari', 'cerita', 'itu', 'juga', 'ikut', 'ikut', 'hilang', 'gimana', 'nih']","['draft', 'cerita', 'hilang', 'baik', 'cerita', 'publi', 'draft', 'diup', 'cerita', 'hilang']",positive
Zahra Nurul Aulia,awalnya ngasih bintang 5 tapi sekarang bintang satu karena sekarang kalau mau masukin cerita ke perpustakaan offline cuma bisa 2 padahal dulu 25,1,11.14.1,2025-09-13 14:06:18,,,awalnya ngasih bintang 5 tapi sekarang bintang satu karena sekarang kalau mau masukin cerita ke perpustakaan offline cuma bisa 2 padahal dulu 25,"['awalnya', 'ngasih', 'bintang', 'tapi', 'sekarang', 'bintang', 'satu', 'karena', 'sekarang', 'kalau', 'mau', 'masukin', 'cerita', 'ke', 'perpustakaan', 'offline', 'cuma', 'bisa', 'padahal', 'dulu']","['awal', 'ngasih', 'bintang', 'tapi', 'sekarang', 'bintang', 'satu', 'karena', 'sekarang', 'kalau', 'mau', 'masukin', 'cerita', 'ke', 'pustaka', 'offline', 'cuma', 'bisa', 'padahal', 'dulu']","['awal', 'ngasih', 'bintang', 'bintang', 'cerita', 'pustaka', 'offline']",negative
Tofik,"EHH TOLONG DONG SEKARANG KOK WATTPAD SUSAH LOGIN SIH, MINTA TOLONG DI BENERIN DONG, kemarin masih ok ok aja kok, tbtb keluar sendiri suruh login lagi waktu di coba kok susah bgt, TOLONG CERITAKU BANYAK YG BELOM SELESAI KU TULIS INIII PLIS DEH",1,,2025-09-13 13:16:20,,,"ehh tolong dong sekarang kok wattpad susah login sih, minta tolong di benerin dong, kemarin masih ok ok aja kok, tbtb keluar sendiri suruh login lagi waktu di coba kok susah bgt, tolong ceritaku banyak yg belom selesai ku tulis iniii plis deh","['ehh', 'tolong', 'dong', 'sekarang', 'kok', 'wattpad', 'susah', 'login', 'sih', 'minta', 'tolong', 'di', 'benerin', 'dong', 'kemarin', 'masih', 'ok', 'ok', 'aja', 'kok', 'tbtb', 'keluar', 'sendiri', 'suruh', 'login', 'lagi', 'waktu', 'di', 'coba', 'kok', 'susah', 'banget', 'tolong', 'ceritaku', 'banyak', 'yang', 'belom', 'selesai', 'ku', 'tulis', 'ini', 'tolong', 'deh']","['ehh', 'tolong', 'dong', 'sekarang', 'kok', 'wattpad', 'susah', 'login', 'sih', 'minta', 'tolong', 'di', 'benerin', 'dong', 'kemarin', 'masih', 'ok', 'ok', 'aja', 'kok', 'tbtb', 'keluar', 'sendiri', 'suruh', 'login', 'lagi', 'waktu', 'di', 'coba', 'kok', 'susah', 'banget', 'tolong', 'cerita', 'banyak', 'yang', 'bom', 'selesai', 'ku', 'tulis', 'ini', 'tolong', 'deh']","['ehh', 'susah', 'login', 'tbtb', 'keluar', 'login', 'waktu', 'susah', 'cerita', 'bom', 'tulis']",negative
Tarmizi Ahmad,"saya ga bisa bikin akun, padahal semuanya udah lengkap dan sesuai",2,11.14.1,2025-09-13 12:47:58,,,"saya ga bisa bikin akun, padahal semuanya udah lengkap dan sesuai","['saya', 'tidak', 'bisa', 'bikin', 'akun', 'padahal', 'semuanya', 'sudah', 'lengkap', 'dan', 'sesuai']","['saya', 'tidak', 'bisa', 'bikin', 'akun', 'padahal', 'semua', 'sudah', 'lengkap', 'dan', 'sesuai']","['akun', 'lengkap']",negative
Azizah Ziiee,ni di hp aku doang apa gmna yaa perpus offline ku kok cuma bisa nyimpen 2 book doang????,4,11.14.1,2025-09-13 12:11:24,,,ni di hp aku doang apa gmna yaa perpus offline ku kok cuma bisa nyimpen 2 book doang????,"['ini', 'di', 'hp', 'aku', 'doang', 'apa', 'gmna', 'iya', 'perpus', 'offline', 'ku', 'kok', 'cuma', 'bisa', 'nyimpen', 'book', 'doang']","['ini', 'di', 'hp', 'aku', 'doang', 'apa', 'gmna', 'iya', 'pus', 'offline', 'ku', 'kok', 'cuma', 'bisa', 'nyimpen', 'book', 'doang']","['gmna', 'offline', 'nyimpen', 'book']",positive
anak ambis,ada iklan judol gak mau😔 dan kenapa akun ku tudak bisa membuka beranda,4,11.14.1,2025-09-13 11:44:49,,,ada iklan judol gak mau😔 dan kenapa akun ku tudak bisa membuka beranda,"['ada', 'iklan', 'judol', 'tidak', 'mau', 'dan', 'kenapa', 'akun', 'ku', 'tudak', 'bisa', 'membuka', 'beranda']","['ada', 'iklan', 'judol', 'tidak', 'mau', 'dan', 'kenapa', 'akun', 'ku', 'tudak', 'bisa', 'buka', 'beranda']","['iklan', 'akun', 'tudak', 'beranda']",negative
Dira Asiya,banyak sekali genre yg saya sukai dan juga saya sering membuat cerita sesuai imajinasi saya sendiri ini sungguh sangat menyenangkan sekali saya beruntung bisa menemukan wattpad❤,5,,2025-09-13 11:35:56,,,banyak sekali genre yg saya sukai dan juga saya sering membuat cerita sesuai imajinasi saya sendiri ini sungguh sangat menyenangkan sekali saya beruntung bisa menemukan wattpad❤,"['banyak', 'sekali', 'genre', 'yang', 'saya', 'sukai', 'dan', 'juga', 'saya', 'sering', 'membuat', 'cerita', 'sesuai', 'imajinasi', 'saya', 'sendiri', 'ini', 'sungguh', 'sangat', 'men', 'yen', 'ang', 'kan', 'sekali', 'saya', 'beruntung', 'bisa', 'menemukan', 'wattpad']","['banyak', 'sekali', 'genre', 'yang', 'saya', 'suka', 'dan', 'juga', 'saya', 'sering', 'buat', 'cerita', 'sesuai', 'imajinasi', 'saya', 'sendiri', 'ini', 'sungguh', 'sangat', 'men', 'yen', 'ang', 'kan', 'sekali', 'saya', 'untung', 'bisa', 'temu', 'wattpad']","['genre', 'suka', 'cerita', 'imajinasi', 'sungguh', 'yen', 'ang', 'untung']",negative
Devi Nur Stevani,"Bagus sih banyak cerita baru juga. Tapi ini kenapa ya pas liat tagar cerita nya ga sesuai sama informasi, masa di tulisan cerita ada beribu-ribu cerita yang serupa tapi pas klik tagar nya yg muncul cuman ratusan doank g sampe 500 malah. tolong ini gimana?",3,11.14.1,2025-09-13 11:16:52,,,"bagus sih banyak cerita baru juga. tapi ini kenapa ya pas liat tagar cerita nya ga sesuai sama informasi, masa di tulisan cerita ada beribu-ribu cerita yang serupa tapi pas klik tagar nya yg muncul cuman ratusan doank g sampe 500 malah. tolong ini gimana?","['bagus', 'sih', 'banyak', 'cerita', 'baru', 'juga', 'tapi', 'ini', 'kenapa', 'iya', 'pas', 'liat', 'tagar', 'cerita', 'nya', 'tidak', 'sesuai', 'sama', 'informasi', 'masa', 'di', 'tulisan', 'cerita', 'ada', 'beribu', 'ribu', 'cerita', 'yang', 'serupa', 'tapi', 'pas', 'klik', 'tagar', 'nya', 'yang', 'muncul', 'cuma', 'ratusan', 'doank', 'tidak', 'sampai', 'malah', 'tolong', 'ini', 'gimana']","['bagus', 'sih', 'banyak', 'cerita', 'baru', 'juga', 'tapi', 'ini', 'kenapa', 'iya', 'pas', 'liat', 'tagar', 'cerita', 'nya', 'tidak', 'sesuai', 'sama', 'informasi', 'masa', 'di', 'tulis', 'cerita', 'ada', 'ibu', 'ribu', 'cerita', 'yang', 'rupa', 'tapi', 'pas', 'klik', 'tagar', 'nya', 'yang', 'muncul', 'cuma', 'ratus', 'doank', 'tidak', 'sampai', 'malah', 'tolong', 'ini', 'gimana']","['cerita', 'tagar', 'cerita', 'informasi', 'tulis', 'cerita', 'ibu', 'ribu', 'cerita', 'rupa', 'klik', 'tagar', 'ratus', 'doank']",positive
Cindy Putri,"ihhh aplikasi nya bagus tpi knp skrng yg off tingga 2 saja, plisss kembalikan wp yg dulu yg baca secara off 25 lagiiii",3,11.14.1,2025-09-13 10:24:59,,,"ihhh aplikasi nya bagus tpi knp skrng yg off tingga 2 saja, plisss kembalikan wp yg dulu yg baca secara off 25 lagiiii","['ih', 'aplikasi', 'nya', 'bagus', 'tapi', 'kenapa', 'sekarang', 'yang', 'off', 'tingga', 'saja', 'plis', 'kembalikan', 'wattpad', 'yang', 'dulu', 'yang', 'baca', 'secara', 'off', 'lagi']","['ih', 'aplikasi', 'nya', 'bagus', 'tapi', 'kenapa', 'sekarang', 'yang', 'off', 'tingga', 'saja', 'plis', 'kembali', 'wattpad', 'yang', 'dulu', 'yang', 'baca', 'cara', 'off', 'lagi']","['off', 'tingga', 'baca', 'off']",positive
Arfany Riky,mau login aja eror terus ga jelas!,1,,2025-09-13 10:11:24,,,mau login aja eror terus ga jelas!,"['mau', 'login', 'aja', 'error', 'terus', 'tidak', 'jelas']","['mau', 'login', 'aja', 'error', 'terus', 'tidak', 'jelas']","['login', 'error']",negative
Tati Unirah,"banyak iklan nya, setiap mau ke scrol ke slide yang baru selalu ada iklan nya",3,,2025-09-13 07:57:13,,,"banyak iklan nya, setiap mau ke scrol ke slide yang baru selalu ada iklan nya","['banyak', 'iklan', 'nya', 'setiap', 'mau', 'ke', 'scrol', 'ke', 'slide', 'yang', 'baru', 'selalu', 'ada', 'iklan', 'nya']","['banyak', 'iklan', 'nya', 'tiap', 'mau', 'ke', 'scrol', 'ke', 'slide', 'yang', 'baru', 'selalu', 'ada', 'iklan', 'nya']","['iklan', 'scrol', 'slide', 'iklan']",neutral
Nanda Sri mardiana,"Bisa gak sih wattpad itu ngeluarin fitur filter konten, saya pecinta novel brothership/ bromance tapi kebanyakan malah keluar bl dan di beranda juga banyak konten dewasa yg gak pernah saya cari tapi muncul terus itu bener² mengganggu. Terus juga tolong adakan fitur pemisah antara novel genre cewek dan cowok karena biar enak aja gitu, aku nyari novel cowok tapi yg muncul novel cewek semua gak jarang saya kesel karna itu.",4,,2025-09-13 06:02:25,,,"bisa gak sih wattpad itu ngeluarin fitur filter konten, saya pecinta novel brothership/ bromance tapi kebanyakan malah keluar bl dan di beranda juga banyak konten dewasa yg gak pernah saya cari tapi muncul terus itu bener² mengganggu. terus juga tolong adakan fitur pemisah antara novel genre cewek dan cowok karena biar enak aja gitu, aku nyari novel cowok tapi yg muncul novel cewek semua gak jarang saya kesel karna itu.","['bisa', 'tidak', 'sih', 'wattpad', 'itu', 'ngeluarin', 'fitur', 'filter', 'konten', 'saya', 'pecinta', 'novel', 'brother', 'ship', 'bromance', 'tapi', 'kebanyakan', 'malah', 'keluar', 'bl', 'dan', 'di', 'beranda', 'juga', 'banyak', 'konten', 'dewasa', 'yang', 'tidak', 'pernah', 'saya', 'cari', 'tapi', 'muncul', 'terus', 'itu', 'benar', 'mengganggu', 'terus', 'juga', 'tolong', 'adakan', 'fitur', 'pemisah', 'antara', 'novel', 'genre', 'cewek', 'dan', 'cowok', 'karena', 'biar', 'enak', 'aja', 'gitu', 'aku', 'nyari', 'novel', 'cowok', 'tapi', 'yang', 'muncul', 'novel', 'cewek', 'semua', 'tidak', 'jarang', 'saya', 'kesel', 'karena', 'itu']","['bisa', 'tidak', 'sih', 'wattpad', 'itu', 'ngeluarin', 'fitur', 'filter', 'konten', 'saya', 'cinta', 'novel', 'brother', 'ship', 'bromance', 'tapi', 'banyak', 'malah', 'keluar', 'bl', 'dan', 'di', 'beranda', 'juga', 'banyak', 'konten', 'dewasa', 'yang', 'tidak', 'pernah', 'saya', 'cari', 'tapi', 'muncul', 'terus', 'itu', 'benar', 'ganggu', 'terus', 'juga', 'tolong', 'adakan', 'fitur', 'pisah', 'antara', 'novel', 'genre', 'cewek', 'dan', 'cowok', 'karena', 'biar', 'enak', 'aja', 'gitu', 'aku', 'nyari', 'novel', 'cowok', 'tapi', 'yang', 'muncul', 'novel', 'cewek', 'semua', 'tidak', 'jarang', 'saya', 'kesel', 'karena', 'itu']","['ngeluarin', 'fitur', 'filter', 'konten', 'cinta', 'novel', 'brother', 'ship', 'bromance', 'keluar', 'bl', 'beranda', 'konten', 'dewasa', 'cari', 'adakan', 'fitur', 'pisah', 'antara', 'novel', 'genre', 'cewek', 'cowok', 'enak', 'novel', 'cowok', 'novel', 'cewek', 'kesel']",negative
SINTIAMARIA GULO,apk sering error,1,11.14.1,2025-09-13 04:57:45,,,apk sering error,"['aplikasi', 'sering', 'error']","['aplikasi', 'sering', 'error']",['error'],negative
Sekar Ariana Dewi,"sumpah nyebelin banget ni aplikasi. ngapain tawarin free trial 7 hari, kalo duit gue beneran kepotong. mana 499.500k lagi. klo kek gitu penawarannya jangan free trial, langsung aja premium. itu duit banyak banget, mana respon balesan gmail cm kek gitu doang. gue mau duit balik njir",1,11.6.1,2025-09-13 04:54:05,,,"sumpah nyebelin banget ni aplikasi. ngapain tawarin free trial 7 hari, kalo duit gue beneran kepotong. mana 499.500k lagi. klo kek gitu penawarannya jangan free trial, langsung aja premium. itu duit banyak banget, mana respon balesan gmail cm kek gitu doang. gue mau duit balik njir","['sumpah', 'nyebelin', 'banget', 'ini', 'aplikasi', 'ngapain', 'tawarin', 'free', 'trial', 'hari', 'kalau', 'uang', 'aku', 'beneran', 'kepotong', 'mana', 'lagi', 'kalau', 'sepeti', 'gitu', 'pena', 'war', 'anny', 'jangan', 'free', 'trial', 'langsung', 'aja', 'premium', 'itu', 'uang', 'banyak', 'banget', 'mana', 'respon', 'balesan', 'gmail', 'cuma', 'sepeti', 'gitu', 'doang', 'aku', 'mau', 'uang', 'balik', 'njir']","['sumpah', 'nyebelin', 'banget', 'ini', 'aplikasi', 'ngapain', 'tawarin', 'free', 'trial', 'hari', 'kalau', 'uang', 'aku', 'beneran', 'potong', 'mana', 'lagi', 'kalau', 'sepet', 'gitu', 'pena', 'war', 'anny', 'jangan', 'free', 'trial', 'langsung', 'aja', 'premium', 'itu', 'uang', 'banyak', 'banget', 'mana', 'respon', 'balesan', 'gmail', 'cuma', 'sepet', 'gitu', 'doang', 'aku', 'mau', 'uang', 'balik', 'njir']","['nyebelin', 'ngapain', 'tawarin', 'free', 'trial', 'uang', 'potong', 'pena', 'war', 'free', 'trial', 'premium', 'uang', 'respon', 'balesan', 'gmail', 'uang', 'njir']",positive
Okana,"tidak bisa tersambung padahal sudah berapa kali di update, mana kebanyakan berbayar lagi",3,11.14.1,2025-09-13 04:44:40,,,"tidak bisa tersambung padahal sudah berapa kali di update, mana kebanyakan berbayar lagi","['tidak', 'bisa', 'tersambung', 'padahal', 'sudah', 'berapa', 'kali', 'di', 'update', 'mana', 'kebanyakan', 'berbayar', 'lagi']","['tidak', 'bisa', 'sambung', 'padahal', 'sudah', 'berapa', 'kali', 'di', 'update', 'mana', 'banyak', 'bayar', 'lagi']","['update', 'bayar']",negative
Fatimah Az zahra,"ini kenapa error ya,ngga bisa pakai wifi lagi",3,,2025-09-13 04:30:10,,,"ini kenapa error ya,ngga bisa pakai wifi lagi","['ini', 'kenapa', 'error', 'iya', 'tidak', 'bisa', 'pakai', 'wifi', 'lagi']","['ini', 'kenapa', 'error', 'iya', 'tidak', 'bisa', 'pakai', 'wifi', 'lagi']","['error', 'wifi']",negative
Viora Yohanda,"aplikasi nya eror, tidak bisa dibuka alasannya karena jaringan tapi buka aplikasi lain masih bisa. Di web juga tidak bisa di aplikasikan juga tidak bisa, pernah uninstall terus download ulang tetap tidak bisa. mohon di perbarui, terimakasih",1,,2025-09-13 04:25:58,,,"aplikasi nya eror, tidak bisa dibuka alasannya karena jaringan tapi buka aplikasi lain masih bisa. di web juga tidak bisa di aplikasikan juga tidak bisa, pernah uninstall terus download ulang tetap tidak bisa. mohon di perbarui, terimakasih","['aplikasi', 'nya', 'error', 'tidak', 'bisa', 'dibuka', 'alasannya', 'karena', 'jaringan', 'tapi', 'buka', 'aplikasi', 'lain', 'masih', 'bisa', 'di', 'web', 'juga', 'tidak', 'bisa', 'di', 'tolong', 'as', 'ikan', 'juga', 'tidak', 'bisa', 'pernah', 'uninstall', 'terus', 'simpan', 'ulang', 'tetap', 'tidak', 'bisa', 'mohon', 'di', 'perbarui', 'terima', 'kasih']","['aplikasi', 'nya', 'error', 'tidak', 'bisa', 'buka', 'alas', 'karena', 'jaring', 'tapi', 'buka', 'aplikasi', 'lain', 'masih', 'bisa', 'di', 'web', 'juga', 'tidak', 'bisa', 'di', 'tolong', 'as', 'ikan', 'juga', 'tidak', 'bisa', 'pernah', 'uninstall', 'terus', 'simpan', 'ulang', 'tetap', 'tidak', 'bisa', 'mohon', 'di', 'baru', 'terima', 'kasih']","['error', 'jaring', 'web', 'as', 'ikan', 'uninstall', 'simpan']",negative
